Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Target
443,209,3,0,65,0,53,6,21.66666667,27.13546265,0,0,0.0,0.0,311004.7847,14354.06699,104.5,79.90306627,161,48,209,104.5,79.90306627,161,48,0,0.0,0.0,0,0,0,0,0,0,60,0,14354.06699,0.0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.66666667,21.66666667,0.0,60,0,0,0,0,0,0,3,65,0,0,64860,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
40939,60,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,200000.0,33333.3333333333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16666.6666666667,16666.6666666667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,127,229,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,122,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16393.44262,122.0,0.0,122,122,122,122.0,0.0,122,122,0,0.0,0.0,0,0,0,0,0,0,40,0,16393.44262,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,254,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
53,19553,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,5625.735181,102.2860942,19553.0,0.0,19553,19553,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,51.1430471,51.1430471,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47.0,63.0,20,0,0,0,0,0,0,1,47,1,63,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,8388780,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.860964288,0.476827381,2796260.0,4839642.257,8384597,4,8388780,2796260.0,4839642.257,8384597,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.476827381,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4183.0,0.0,4183,4183,8384597.0,0.0,8384597,8384597,DDoS,1
53,180,2,2,80,274,40,40,40.0,0.0,137,137,137.0,0.0,1966666.667,22222.22222,60.0,98.72689603,174,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11111.11111,11111.11111,40,137,78.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,98.5,40.0,137.0,40,0,0,0,0,0,0,2,80,2,274,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
51110,80,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12500.0,12500.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,31,360,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
888,28,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,285714.2857,71428.57143,28.0,0.0,28,28,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,35714.28571,35714.28571,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
443,521283,17,16,903,20363,389,0,53.11764706,112.2663587,2796,0,1272.6875,896.8003657,40795.4988,63.3053447,16290.09375,36859.69729,100944,0,521283,32580.1875,47818.89506,102473,0,418247,27883.13333,47319.31223,111850,49,0,0,0,0,556,520,32.61184424,30.69350046,0,2796,625.4705882,869.1316891,755389.893,0,0,0,1,0,0,0,0,0,644.4242424,53.11764706,1272.6875,556,0,0,0,0,0,0,17,903,16,20363,65535,12,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
54768,64,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15625.0,15625.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,310,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,83277116,6,7,392,11595,374,0,65.33333333,151.2437327,5792,0,1656.428571,2120.732252,143.9411038,0.15610531,6939759.667,24000000.0,83100000,2,83100000,16600000.0,37200000.0,83100000,2,83300000,13900000.0,33900000.0,83100000,46,0,0,0,0,164,232,0.072048605,0.084056705,0,5792,856.6428571,1665.431873,2773663.324,1,0,0,0,0,0,0,0,1,922.5384615,65.33333333,1656.428571,164,0,0,0,0,0,0,6,392,7,11595,0,235,3,20,12988.0,0.0,12988,12988,83100000.0,0.0,83100000,83100000,DoS Hulk,1
80,7982834,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.006451092,0.501075182,2660944.667,4608047.01,7981859,1,7982834,2660944.667,4608047.01,7981859,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.501075182,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,975.0,0.0,975,975,7981859.0,0.0,7981859,7981859,DDoS,1
58246,9159,1,4,325,53,325,325,325.0,0.0,53,0,13.25,26.5,41270.8811,545.9111257,2289.75,4523.550035,9075,3,0,0.0,0.0,0,0,9104,3034.666667,5231.094755,9075,3,1,0,0,0,32,140,109.1822251,436.7289005,0,325,117.1666667,162.2903776,26338.16667,0,1,0,0,1,0,0,0,4,140.6,325.0,13.25,32,0,0,0,0,0,0,1,325,4,53,14472,296,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,686110,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,34.97981373,5.829968955,228703.3333,395595.7899,685498,248,686110,228703.3333,395595.7899,685498,248,0,0.0,0.0,0,0,0,0,0,0,80,0,5.829968955,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1
80,99070821,8,5,371,11595,371,0,46.375,131.1683079,7240,0,2319.0,3003.171157,120.7822836,0.131219262,8255901.75,28600000.0,98900000,1,98900000,14100000.0,37400000.0,98900000,1,149536,37384.0,66723.33417,137126,195,0,0,0,0,264,168,0.080750315,0.050468947,0,7240,854.7142857,2016.758306,4067314.066,0,0,0,0,1,0,0,0,0,920.4615385,46.375,2319.0,264,0,0,0,0,0,0,8,371,5,11595,251,235,1,32,987.0,0.0,987,987,98900000.0,0.0,98900000,98900000,DoS Hulk,1
22,11841687,20,33,2008,2745,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,401.3786211,4.475713638,227724.75,608690.0415,2071898,3,9728821,512043.2105,865125.4151,2115424,273,11800000,370050.0937,745187.8958,2071898,3,0,0,0,0,648,1064,1.688948543,2.786765095,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,100.4,83.18181818,648,0,0,0,0,0,0,20,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,1
443,78909,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38.01847698,39454.5,52344.99369,76468,2441,0,0.0,0.0,0,0,2441,2441.0,0.0,2441,2441,0,0,0,0,32,64,12.67282566,25.34565132,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,347,9,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,761899,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,15268.42797,10.50007941,108842.7143,286494.7296,758548,49,2926,1463.0,1893.63196,2802,124,761812,190453.0,378732.1387,758548,187,0,0,0,0,72,112,3.937529778,6.562549629,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1
53,157,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,993630.5732,25477.70701,52.33333333,84.58329228,150,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,12738.8535,12738.8535,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,64,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
6100,122,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,131147.541,32786.88525,40.66666667,33.29164059,69,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,48,40,16393.44262,16393.44262,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
53,187,2,2,76,300,38,38,38.0,0.0,150,150,150.0,0.0,2010695.187,21390.37433,62.33333333,101.0362971,179,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,10695.18717,10695.18717,38,150,82.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,103.5,38.0,150.0,40,0,0,0,0,0,0,2,76,2,300,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
1322,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
1104,3,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1333333.333,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,48,0,666666.6667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,3775964,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.529666067,3775964.0,0.0,3775964,3775964,3775964,3775964.0,0.0,3775964,3775964,0,0.0,0.0,0,0,0,0,0,0,40,0,0.529666067,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,29200,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
2381,37,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,216216.2162,54054.05405,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,27027.02703,27027.02703,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
21,223,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,62780.26906,13452.9148,111.5,37.4766594,138,85,223,223.0,0.0,223,223,0,0.0,0.0,0,0,1,0,0,0,64,20,8968.609865,4484.304933,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,1
139,531,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7532.956685,177.0,233.0429145,442,4,531,265.5,369.8168466,527,4,0,0.0,0.0,0,0,0,0,0,0,104,40,5649.717514,1883.239171,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
443,471042,8,4,549,2712,196,0,68.625,80.54269054,1460,0,678.0,784.3077627,6922.949546,25.47543531,42822.0,75042.70782,190955,8,471042,67291.71429,87089.67644,192783,48,192976,64325.33333,109849.4699,191166,205,0,0,0,0,172,92,16.98362354,8.491811771,0,1460,250.8461538,495.7509197,245768.9744,0,0,0,1,0,0,0,0,0,271.75,68.625,678.0,172,0,0,0,0,0,0,8,549,4,2712,8192,110,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
443,94530,11,7,564,4859,201,0,51.27272727,70.68110201,1590,0,694.1428571,763.580694,57368.03131,190.415741,5560.588235,9464.359355,34293,1,94530,9453.0,11120.5078,34293,1,66748,11124.66667,19837.69863,49644,4,0,0,0,0,232,152,116.3651751,74.05056596,0,1590,285.4210526,547.8346583,300122.8129,0,0,0,1,0,0,0,0,0,301.2777778,51.27272727,694.1428571,232,0,0,0,0,0,0,11,564,7,4859,8192,30,10,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,11880841,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.020059018,0.336676503,3960280.333,6857674.699,11900000,983,11900000,3960280.333,6857674.699,11900000,983,0,0.0,0.0,0,0,0,0,0,0,80,0,0.336676503,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2000.0,0.0,2000,2000,11900000.0,0.0,11900000,11900000,DDoS,1
1192,52,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,153846.1538,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,19230.76923,19230.76923,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
80,105002635,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.152377128,0.038094282,35000000.0,60600000.0,105000000,73,105000000,105000000.0,0.0,105000000,105000000,105000000,105000000.0,0.0,105000000,105000000,1,0,0,0,64,64,0.019047141,0.019047141,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,73.0,0.0,73,73,105000000.0,0.0,105000000,105000000,DoS slowloris,1
80,1167224,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,9966.381774,5.997135083,194537.3333,475752.6103,1165663,68,1184,592.0,741.0479067,1116,68,1167139,389046.3333,672569.9872,1165663,188,0,0,0,0,72,92,2.57020075,3.426934333,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1
53,23801,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,11848.24167,168.0601655,7933.666667,13736.3176,23795,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,84.03008277,84.03008277,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,40,0,0,0,0,0,0,2,80,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
18941,77,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,155844.1558,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12987.01299,12987.01299,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,377,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
1700,49,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
10082,91,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,87912.08791,21978.02198,91.0,0.0,91,91,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,10989.01099,10989.01099,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
80,99892657,8,6,330,11595,330,0,41.25,116.6726189,5792,0,1932.5,2181.008184,119.3781441,0.140150442,7684050.538,27600000.0,99700000,1,99700000,14200000.0,37700000.0,99700000,1,209426,41885.2,82765.60118,189136,46,0,0,0,0,264,200,0.080085967,0.060064475,0,5792,795.0,1621.724083,2629989.0,0,0,0,0,1,0,0,0,0,851.7857143,41.25,1932.5,264,0,0,0,0,0,0,8,330,6,11595,274,235,1,32,1962.0,0.0,1962,1962,99700000.0,0.0,99700000,99700000,DoS Hulk,1
53,49521,2,2,82,182,41,41,41.0,0.0,91,91,91.0,0.0,5331.071667,80.77381313,16507.0,28587.4986,49517,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,40.38690656,40.38690656,41,91,61.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,76.25,41.0,91.0,64,0,0,0,0,0,0,2,82,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
52930,36,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,83333.3333333333,18.0,22.627416998,34,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,64,32,55555.5555555556,27777.7777777778,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,362,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
53,150,2,2,66,180,33,33,33.0,0.0,90,90,90.0,0.0,1640000.0,26666.66667,50.0,80.54191455,143,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,13333.33333,13333.33333,33,90,55.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,69.75,33.0,90.0,40,0,0,0,0,0,0,2,66,2,180,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
52461,177,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11299.43503,177.0,0.0,177,177,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5649.717514,5649.717514,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,972,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
1328,80,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,100000.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,12500.0,12500.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
53,690,1,1,60,126,60,60,60.0,0.0,126,126,126.0,0.0,269565.2174,2898.550725,690.0,0.0,690,690,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1449.275362,1449.275362,60,126,82.0,38.10511777,1452.0,0,0,0,0,0,0,0,0,1,123.0,60.0,126.0,32,0,0,0,0,0,0,1,60,1,126,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,514,1,2,0,483,0,0,0.0,0.0,483,0,241.5,341.5325753,939688.716,5836.575875,257.0,291.3279938,463,51,0,0.0,0.0,0,0,51,51.0,0.0,51,51,0,0,0,0,32,64,1945.525292,3891.050584,0,483,120.75,241.5,58322.25,0,0,0,0,1,1,0,0,2,161.0,0.0,241.5,32,0,0,0,0,0,0,1,0,2,483,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris,1
53,23826,2,2,78,302,39,39,39.0,0.0,151,151,151.0,0.0,15948.96332,167.8838244,7942.0,13751.6174,23821,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,40,40,83.9419122,83.9419122,39,151,83.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,104.75,39.0,151.0,40,0,0,0,0,0,0,2,78,2,302,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,1276,5,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3918.495298,319.0,50.95749863,366,250,1276,319.0,50.95749863,366,250,0,0.0,0.0,0,0,0,0,0,0,160,0,3918.495298,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,160,0,0,0,0,0,0,5,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
53,152,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,605263.157894737,26315.7894736842,50.6666666667,86.0251901093,150,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,13157.8947368421,13157.8947368421,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,78203931,8,6,56,11601,20,0,7.0,5.656854249,5840,0,1933.5,2189.772933,149.0590032,0.179019134,6015687.0,19300000.0,70200000,1,76400000,10900000.0,26200000.0,70200000,1,1841938,368387.6,811335.485,1819649,13,0,0,0,0,172,132,0.102296648,0.076722486,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1048.0,0.0,1048,1048,38200000.0,45200000.0,70200000,6209877,DDoS,1
443,32308,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,61.90417234,32308.0,0.0,32308,32308,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,30.95208617,30.95208617,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,346,82,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,100789731,6,7,672,11595,330,0,112.0,168.8833917,5792,0,1656.428571,2120.732252,121.7088277,0.128981394,8399144.25,29000000.0,100000000,1,101000000,20100000.0,44900000.0,100000000,17,101000000,16800000.0,41000000.0,100000000,9,0,0,0,0,176,232,0.059529874,0.06945152,0,5792,876.6428571,1655.995894,2742322.401,1,0,0,0,0,0,0,0,1,944.0769231,112.0,1656.428571,176,0,0,0,0,0,0,6,672,7,11595,0,235,3,20,10960.0,0.0,10960,10960,100000000.0,0.0,100000000,100000000,DoS Hulk,1
22,14083321,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,337.4914198,3.763316905,270833.0962,733513.7437,2641527,3,11700000,585678.5,1032071.591,2701368,554,14100000,454296.5161,910295.2917,2641527,3,0,0,0,0,680,1032,1.491125566,2.272191339,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,1
80,98684744,7,6,323,11595,323,0,46.14285714,122.0825248,2907,0,1932.5,1496.914126,120.7684138,0.131732621,8223728.667,28500000.0,98600000,2,98600000,16400000.0,40200000.0,98600000,2,101488,20297.6,39332.59074,90144,48,0,0,0,0,232,200,0.07093295,0.060799671,0,2907,851.2857143,1346.499817,1813061.758,0,0,0,0,1,0,0,0,0,916.7692308,46.14285714,1932.5,232,0,0,0,0,0,0,7,323,6,11595,274,235,1,32,1017.0,0.0,1017,1017,98600000.0,0.0,98600000,98600000,DoS Hulk,1
80,85406584,7,6,347,11595,347,0,49.57142857,131.1536721,5803,0,1932.5,2539.075088,139.8252856,0.152213089,7117215.333,24300000.0,84400000,2,85400000,14200000.0,34400000.0,84400000,2,890,178.0,273.584539,661,3,0,0,0,0,240,200,0.081960894,0.070252195,0,5803,853.0,1851.729587,3428902.462,0,0,0,0,1,0,0,0,0,918.6153846,49.57142857,1932.5,240,0,0,0,0,0,0,7,347,6,11595,251,235,1,32,988.0,0.0,988,988,84400000.0,0.0,84400000,84400000,DoS Hulk,1
53,167,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1029940.12,23952.09581,55.66666667,55.89573627,115,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,72,11976.0479,11976.0479,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
